"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Constituency","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"3556","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/	 MP005/2026-2027/230227","KHEDA(DISTRICT COLLECTOR KHEDA_IDA)","Devusinh Jesingbhai Chauhan","KHEDA","17-Aug-2026","Taluka Development Officer Mahudha MPLADS","Payment Success","100000"
"3557","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/	 MP005/2025-2026/234492","KHEDA(DISTRICT COLLECTOR KHEDA_IDA)","Devusinh Jesingbhai Chauhan","KHEDA","17-Aug-2026","Taluka Development Officer Mahudha MPLADS","Payment Success","200000"
"3558","Uttarakhand","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP478/2025-2026/243391","Uttarkashi(DISTRICT COLLECTOR UTTARKASHI_IDA)","Mala Rajya Laxmi Shah","TEHRI GARHWAL","01-Aug-2026","JANAK SINGH","Payment Success","13356"
"3559","Uttarakhand","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP478/2025-2026/243391","Uttarkashi(DISTRICT COLLECTOR UTTARKASHI_IDA)","Mala Rajya Laxmi Shah","TEHRI GARHWAL","01-Aug-2026","ANSHUMAN PARMAR","Payment Success","13356"
"3560","Madhya Pradesh","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP640/2026-2027/274762","SEONI(District Collector Seoni_IDA)","Faggan Singh Kulaste","MANDLA(ST)","06-Aug-2026","MISHRA GROUP","Payment Success","500000"
"3561","Uttarakhand","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP478/2025-2026/243391","Uttarkashi(DISTRICT COLLECTOR UTTARKASHI_IDA)","Mala Rajya Laxmi Shah","TEHRI GARHWAL","01-Aug-2026","NEELIMA","Payment Success","13356"
"3562","Uttarakhand","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP478/2025-2026/243391","Uttarkashi(DISTRICT COLLECTOR UTTARKASHI_IDA)","Mala Rajya Laxmi Shah","TEHRI GARHWAL","01-Aug-2026","PURNIMA","Payment Success","13356"
"3563","Uttarakhand","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP478/2025-2026/243391","Uttarkashi(DISTRICT COLLECTOR UTTARKASHI_IDA)","Mala Rajya Laxmi Shah","TEHRI GARHWAL","01-Aug-2026","LAVISH RAMOLA","Payment Success","13356"
"3564","Uttarakhand","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP478/2025-2026/243391","Uttarkashi(DISTRICT COLLECTOR UTTARKASHI_IDA)","Mala Rajya Laxmi Shah","TEHRI GARHWAL","01-Aug-2026","GAGAN RATURI","Payment Success","13356"
"3565","Uttarakhand","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP478/2025-2026/243391","Uttarkashi(DISTRICT COLLECTOR UTTARKASHI_IDA)","Mala Rajya Laxmi Shah","TEHRI GARHWAL","01-Aug-2026","NIKIT","Payment Success","13356"
"3566","Haryana","Purchase of mobile water tankers","WS/MP18066/2025-2026/267631","SIRSA(DEPUTY COMMISSIONER SIRSA_IDA)","SELJA","SIRSA(SC)","03-Aug-2026","SS Steel Industries Sirsa","Payment Success","174999"
"3567","Haryana","Purchase of mobile water tankers","WS/MP18066/2025-2026/273456","SIRSA(DEPUTY COMMISSIONER SIRSA_IDA)","SELJA","SIRSA(SC)","03-Aug-2026","SS Steel Industries Sirsa","Payment Success","174999"
"3568","Haryana","Purchase of mobile water tankers","WS/MP18066/2025-2026/267027","SIRSA(DEPUTY COMMISSIONER SIRSA_IDA)","SELJA","SIRSA(SC)","03-Aug-2026","SS Steel Industries Sirsa","Payment Success","175000"
"3569","Haryana","Purchase of mobile water tankers","WS/MP18066/2025-2026/267629","SIRSA(DEPUTY COMMISSIONER SIRSA_IDA)","SELJA","SIRSA(SC)","03-Aug-2026","SS Steel Industries Sirsa","Payment Success","175000"
"3570","Haryana","Purchase of mobile water tankers","WS/MP18066/2025-2026/263124","SIRSA(DEPUTY COMMISSIONER SIRSA_IDA)","SELJA","SIRSA(SC)","03-Aug-2026","SS Steel Industries Sirsa","Payment Success","174999"
"3571","Haryana","Purchase of mobile water tankers","WS/MP18066/2025-2026/263121","SIRSA(DEPUTY COMMISSIONER SIRSA_IDA)","SELJA","SIRSA(SC)","03-Aug-2026","SS Steel Industries Sirsa","Payment Success","174999"
"3572","Haryana","Purchase of mobile water tankers","WS/MP18066/2025-2026/267003","SIRSA(DEPUTY COMMISSIONER SIRSA_IDA)","SELJA","SIRSA(SC)","03-Aug-2026","SS Steel Industries Sirsa","Payment Success","175000"
"3573","Haryana","Purchase of mobile water tankers","WS/MP18066/2025-2026/263125","SIRSA(DEPUTY COMMISSIONER SIRSA_IDA)","SELJA","SIRSA(SC)","03-Aug-2026","SS Steel Industries Sirsa","Payment Success","175000"
"3574","Haryana","Purchase of mobile water tankers","WS/MP18066/2025-2026/263109","SIRSA(DEPUTY COMMISSIONER SIRSA_IDA)","SELJA","SIRSA(SC)","03-Aug-2026","SS Steel Industries Sirsa","Payment Success","175000"
"3575","Haryana","Purchase of mobile water tankers","WS/MP18066/2025-2026/267001","SIRSA(DEPUTY COMMISSIONER SIRSA_IDA)","SELJA","SIRSA(SC)","03-Aug-2026","SS Steel Industries Sirsa","Payment Success","175000"
"3576","Haryana","Purchase of mobile water tankers","WS/MP18066/2025-2026/267369","SIRSA(DEPUTY COMMISSIONER SIRSA_IDA)","SELJA","SIRSA(SC)","03-Aug-2026","SS Steel Industries Sirsa","Payment Success","175000"
"3577","Haryana","Purchase of mobile water tankers","WS/MP18066/2025-2026/263789","SIRSA(DEPUTY COMMISSIONER SIRSA_IDA)","SELJA","SIRSA(SC)","03-Aug-2026","SS Steel Industries Sirsa","Payment Success","175000"
"3578","Haryana","Purchase of mobile water tankers","WS/MP18066/2025-2026/263119","SIRSA(DEPUTY COMMISSIONER SIRSA_IDA)","SELJA","SIRSA(SC)","03-Aug-2026","SS Steel Industries Sirsa","Payment Success","175000"
"3579","Haryana","Purchase of mobile water tankers","WS/MP18066/2025-2026/252995","SIRSA(DEPUTY COMMISSIONER SIRSA_IDA)","SELJA","SIRSA(SC)","03-Aug-2026","SS Steel Industries Sirsa","Payment Success","175000"
"3580","Haryana","Purchase of mobile water tankers","WS/MP18066/2025-2026/252996","SIRSA(DEPUTY COMMISSIONER SIRSA_IDA)","SELJA","SIRSA(SC)","03-Aug-2026","SS Steel Industries Sirsa","Payment Success","175000"
"3581","Haryana","Purchase of mobile water tankers","WS/MP18066/2025-2026/267026","SIRSA(DEPUTY COMMISSIONER SIRSA_IDA)","SELJA","SIRSA(SC)","03-Aug-2026","SS Steel Industries Sirsa","Payment Success","175000"
"3582","Haryana","Purchase of mobile water tankers","WS/MP18066/2025-2026/267628","SIRSA(DEPUTY COMMISSIONER SIRSA_IDA)","SELJA","SIRSA(SC)","03-Aug-2026","SS Steel Industries Sirsa","Payment Success","175000"
"3583","Haryana","Purchase of mobile water tankers","WS/MP18066/2025-2026/263130","SIRSA(DEPUTY COMMISSIONER SIRSA_IDA)","SELJA","SIRSA(SC)","03-Aug-2026","SS Steel Industries Sirsa","Payment Success","175000"
"3584","Jammu And Kashmir","Lighting of public spaces","WS/MP18070/2025-2026/244798","ANANTNAG(DEPUTY COMMISSIONER ANANTNAG_IDA)","MIAN ALTAF AHMAD","ANANTNAG","31-Jul-2026","Mir and Co Prop Bilal Ahmad Mir","Payment Success","178709"
"3585","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18314/2025-2026/224293","SANGRUR(DEPUTY COMMISSIONER SANGRUR_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","03-Aug-2026","GURNOOR STEEL SHUTTERING AND CEMENT STOE","Payment Success","43685"
"3586","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18314/2025-2026/224293","SANGRUR(DEPUTY COMMISSIONER SANGRUR_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","03-Aug-2026","GURNOOR STEEL SHUTTERING AND CEMENT STOE","Payment Success","38805"
"3587","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18314/2025-2026/224293","SANGRUR(DEPUTY COMMISSIONER SANGRUR_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","04-Aug-2026","Gagandeep Singh","Payment Success","104040"
"3588","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18314/2025-2026/224293","SANGRUR(DEPUTY COMMISSIONER SANGRUR_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","04-Aug-2026","Gagandeep Singh","Payment Success","31825"
"3589","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP380/2025-2026/231503","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","Shri Amar Singh","FATEHGARH SAHIB(SC)","03-Aug-2026","kulwinder singh bhwanpura","Payment Success","32000"
"3590","Punjab","Setting up of kitchen and pantries","WS/MP18158/2025-2026/237229","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI","PATIALA","30-Jul-2026","Mandeep Singh","Payment Success","10000"
"3591","Uttarakhand","Security gates in streets/public place for safety purpose","WS/MP021/2026-2027/192307","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt","NAINITAL UDHAM SINGH NAG.","07-Aug-2026","BCS  ENTERPRISES","Payment Success","41924"
"3592","Telangana","Construction of public irrigation facilities","WS/MP18338/2025-2026/179195","SURYAPET(DISTRICT COLLECTOR SURYAPET)","CHAMALA KIRAN KUMAR REDDY","BHONGIR","21-Aug-2026","SAMA ABHISHEK REDDY","Payment Success","500000"
"3593","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP579/2025-2026/256447","ANAND(District Collector ANAND_IDA)","Mitesh Rameshbhai Bakabhai Patel","ANAND","04-Aug-2026","Changada Gp Account","Payment Success","100000"
"3594","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP579/2025-2026/256463","ANAND(District Collector ANAND_IDA)","Mitesh Rameshbhai Bakabhai Patel","ANAND","04-Aug-2026","Changada Gp Account","Payment Success","170000"
"3595","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP579/2025-2026/256449","ANAND(District Collector ANAND_IDA)","Mitesh Rameshbhai Bakabhai Patel","ANAND","04-Aug-2026","Changada Gp Account","Payment Success","90000"
"3596","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18103/2026-2027/295298","SHIVPURI(District Collector Shivpuri_IDA)","BHARAT SINGH KUSHWAH","GWALIOR","12-Aug-2026","Gram Panchayat Chakrampur","Payment Success","250000"
"3597","Assam","Construction of community centers and community halls","WS/MP18020/2026-2027/273975","BONGAIGAON(Deputy Commissioner Bongaigaon_IDA)","PHANI BHUSAN CHOUDHURY","BARPETA","24-Aug-2026","Construction of Natghar near Bhosamari","Payment Success","1200000"
"3598","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18103/2026-2027/288868","SHIVPURI(District Collector Shivpuri_IDA)","BHARAT SINGH KUSHWAH","GWALIOR","13-Aug-2026","Gram Panchayat Kathegra","Payment Success","250000"
"3599","Chhattisgarh","Construction of buildings for community cultural activities","WS/MP428/2026-2027/275108","Kabeerdham(DISTRICT COLLECTOR KABIRDHAM)","Santosh Pandey","RAJNANDGAON","04-Aug-2026","Sarpanch Gram Panchayat CHACHEDI","Payment Success","150000"
"3600","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP728/2025-2026/255413","HANUMANGARH(DISTRICT COLLECTOR HANUMANGARH_IDA)","Rahul Kaswan","CHURU","19-Aug-2026","MAHENDRA SINGH","Payment Success","9750"
"3601","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP728/2025-2026/255413","HANUMANGARH(DISTRICT COLLECTOR HANUMANGARH_IDA)","Rahul Kaswan","CHURU","19-Aug-2026","MUKESH KUMAR","Payment Success","3705"
"3602","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP728/2025-2026/255413","HANUMANGARH(DISTRICT COLLECTOR HANUMANGARH_IDA)","Rahul Kaswan","CHURU","19-Aug-2026","RAMNIWAS","Payment Success","3705"
"3603","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18263/2026-2027/196232","CHIKKAMAGALURU(DEPUTY COMMISSIONER CHIKMAGALUR)","KOTA SRINIVAS POOJARY","UDUPI CHIKMAGALUR","03-Aug-2026","NAGRAJ K R","Payment Success","299870"
"3604","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP728/2025-2026/255413","HANUMANGARH(DISTRICT COLLECTOR HANUMANGARH_IDA)","Rahul Kaswan","CHURU","19-Aug-2026","SUBESINGH","Payment Success","3705"
"3605","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP728/2025-2026/255413","HANUMANGARH(DISTRICT COLLECTOR HANUMANGARH_IDA)","Rahul Kaswan","CHURU","19-Aug-2026","KIRAN","Payment Success","3705"
"3606","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP728/2025-2026/255413","HANUMANGARH(DISTRICT COLLECTOR HANUMANGARH_IDA)","Rahul Kaswan","CHURU","19-Aug-2026","LAKHVIR SINGH","Payment Success","9750"
"3607","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP728/2025-2026/255413","HANUMANGARH(DISTRICT COLLECTOR HANUMANGARH_IDA)","Rahul Kaswan","CHURU","19-Aug-2026","NARENDER","Payment Success","9750"
"3608","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP728/2025-2026/255413","HANUMANGARH(DISTRICT COLLECTOR HANUMANGARH_IDA)","Rahul Kaswan","CHURU","19-Aug-2026","RAJBALA","Payment Success","3705"
"3609","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP728/2025-2026/255413","HANUMANGARH(DISTRICT COLLECTOR HANUMANGARH_IDA)","Rahul Kaswan","CHURU","19-Aug-2026","DARSHANA DEVI","Payment Success","3705"
"3610","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP728/2025-2026/255413","HANUMANGARH(DISTRICT COLLECTOR HANUMANGARH_IDA)","Rahul Kaswan","CHURU","19-Aug-2026","BHATERI","Payment Success","3705"
"3611","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18314/2025-2026/224293","SANGRUR(DEPUTY COMMISSIONER SANGRUR_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","03-Aug-2026","Ms Dhillon  Tile Factory","Payment Success","49020"
"3612","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18314/2025-2026/224293","SANGRUR(DEPUTY COMMISSIONER SANGRUR_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","03-Aug-2026","Ms Dhillon  Tile Factory","Payment Success","49020"
"3613","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18314/2025-2026/224293","SANGRUR(DEPUTY COMMISSIONER SANGRUR_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","03-Aug-2026","Ms Dhillon  Tile Factory","Payment Success","49020"
"3614","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18314/2025-2026/224293","SANGRUR(DEPUTY COMMISSIONER SANGRUR_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","03-Aug-2026","Ms Dhillon  Tile Factory","Payment Success","49020"
"3615","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18314/2025-2026/224293","SANGRUR(DEPUTY COMMISSIONER SANGRUR_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","03-Aug-2026","Ms Dhillon  Tile Factory","Payment Success","49020"
"3616","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18314/2025-2026/224293","SANGRUR(DEPUTY COMMISSIONER SANGRUR_IDA)","GURMEET SINGH MEET HAYER","SANGRUR","03-Aug-2026","Ms Dhillon  Tile Factory","Payment Success","36366"
"3617","Tamil Nadu","Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","WS/MP747/2026-2027/242035","VIRUDHUNAGAR(DISTRICT COLLECTOR VIRUDHUNAGAR_IDA)","Manickam Tagore B","VIRUDHUNAGAR","31-Jul-2026","RENUKA DEVI R","Payment Success","1099641"
"3618","Himachal Pradesh","Construction of community centers and community halls","WS/MP18328/2025-2026/253061","KULLU(DEPUTY COMMISSIONER KULLU_IDA)","Kangana Ranaut","MANDI","03-Aug-2026","GP Nathan","Payment Success","300000"
"3619","Delhi","Fitting of Sitting RCC Benches in Public Places","WS/MP18397/2025-2026/194308","SOUTH(COMMISSIONER SOUTH)","Bansuri Swaraj","NEW DELHI","13-Aug-2026","Parth Construction Company","Payment Success","368034"
"3620","Tamil Nadu","Construction of bus-sheds or bus-stops","WS/MP746/2026-2027/298423","RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA)","Kani K Navas","RAMANATHAPURAM","01-Aug-2026","Lakshmi L","Payment Success","898813"
"3621","Odisha","Providing drains and gutters for public drainage","WS/MP18310/2026-2027/272547","BHADRAK(DISTRICT COLLECTOR BHADRAK_IDA)","AVIMANYU SETHI","BHADRAK(SC)","01-Aug-2026","PRAFULLA KUMAR MISHRA","Payment Success","300000"
"3622","Kerala","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP632/2025-2026/205261","PATHANAMTHITTA(DISTRICT COLLECTOR PATHANAMTHITTA_IDA)","Anto Antony","PATHANAMTHITTA","01-Aug-2026","BIJU M","Payment Success","385571"
"3623","Odisha","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18146/2026-2027/228860","Kendujhar(DISTRICT COLLECTOR KEONJHAR_IDA)","ANANTA NAYAK","KEONJHAR(ST)","29-Jul-2026","Nirmal Kumar Rout","Payment Success","286382"
"3624","Punjab","Construction of additional rooms and halls in the existing public and community building","WS/MP18157/2025-2026/239566","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","AMRINDER SINGH RAJA WARRING","LUDHIANA","03-Aug-2026","RANJIT KAUR","Payment Success","50000"
"3625","Punjab","Construction of additional rooms and halls in the existing public and community building","WS/MP18157/2025-2026/239566","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","AMRINDER SINGH RAJA WARRING","LUDHIANA","20-Aug-2026","RANJIT KAUR","Payment Success","50000"
"3626","Punjab","Construction of additional rooms and halls in the existing public and community building","WS/MP18157/2025-2026/239566","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","AMRINDER SINGH RAJA WARRING","LUDHIANA","20-Aug-2026","GURU NANAK BUILDING AND MATERIAL STORE","Payment Success","58200"
"3627","Punjab","Construction of additional rooms and halls in the existing public and community building","WS/MP18157/2025-2026/239566","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","AMRINDER SINGH RAJA WARRING","LUDHIANA","03-Aug-2026","GURU NANAK BUILDING AND MATERIAL STORE","Payment Success","89400"
"3628","Telangana","Construction of additional rooms and halls in the existing public and community building","WS/MP18192/2025-2026/232875","JOGULAMBA GADWAL(DISTRICT COLLECTOR JOGULAMBA GADWAL_IDA)","DR.MALLU RAVI","NAGARKURNOOL(SC)","07-Aug-2026","RAVI NAIK","Payment Success","499914"
"3629","Chhattisgarh","Construction of artificial reef","WS/MP428/2026-2027/275105","Kabeerdham(DISTRICT COLLECTOR KABIRDHAM)","Santosh Pandey","RAJNANDGAON","04-Aug-2026","Gram Panchayat Mahratola","Payment Success","100000"
